Ticker,Name,Industry,Stock Price,Book value per Share,Cash per Share,Dividend per Share,EPS (Basic),Revenue per Share,Shareholders Equity per Share
RELX,RELX PLC,Publishing,30.15,1.4876,0.0624,0.5907,0.8736,5.039,1.4876
ITUB,Itau Unibanco Holding S.A.,Banks Regional,5.9,2.8207,18.504,0.2397,0.3735,2.339,2.8207
TRI,Thomson Reuters Corp,Consulting Services,115.39,20.0812,3.5961,1.4688,2.3705,12.6757,20.0812
IDXX,"IDEXX Laboratories, Inc.",Diagnostics & Research,668.27,7.4353,4.5176,0,6.71,31.8471,7.4353
PGR,The Progressive Corporation,Insurance Property & Casualty,97.49,29.1265,0.1308,2.6513,9.66,72.8855,29.1265
GD,General Dynamics Corporation,Aerospace & Defense,199.72,54.5679,9.8397,4.3206,11,132.1429,54.5679
PSA,Public Storage,Reit Industrial,317.69,49.1897,1.4828,9.2324,6.29,16.7529,49.1897
ALGN,"Align Technology, Inc.",Medical Devices,701.85,40.9367,12.1646,0,22.41,31.2911,40.9367
MET,"MetLife, Inc.",Insurance Life,62.77,82.1123,21.8007,1.8249,5.68,74.7159,82.1123
COIN,"Coinbase Global, Inc.",Software Application,259.12,22.2226,16.6238,0,0.54,18.6029,22.2226
CMG,"Chipotle Mexican Grill, Inc.",Restaurants,1918.95,72.3622,34.0869,0,12.74,214.3724,72.3622
ING,"ING Group, N.V.",Banks Diversified,13.82,17.1961,61.7803,0.0009,0.7854,6.0281,17.1961
FCX,Freeport-McMoRan Inc.,Copper,36.57,7.0021,2.5836,0.0502,0.41,9.5471,7.0021
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",Airports & Air Services,178.52,5.64,0.8708,0,0.3302,2.115,5.64
JCI,Johnson Controls International plc,Engineering & Construction,74.73,23.2317,2.6099,1.2037,0.84,29.7164,23.2317
F,Ford Motor Company,Auto Manufacturers,13.31,7.7246,12.5751,0.15,-0.32,32.002,7.7246
LI,Li Auto Inc. Sponsored ADR,Auto Manufacturers,29.34,19.5227,19.5691,0,-0.49,5.8707,19.5227
DG,Dollar General Corporation,Discount Stores,225.09,26.8598,5.5507,1.4352,10.62,136.0766,26.8598
LULU,lululemon athletica inc.,Apparel Retail,405.97,19.6846,8.8538,0,4.5,33.8615,19.6846
A,"Agilent Technologies, Inc.",Diagnostics & Research,173.81,15.7702,4.6634,0.7184,2.3,17.2783,15.7702
KLAC,KLA Corporation,Semiconductor Equipment & Materials,342.93,21.9351,16.2013,3.6322,13.37,44.9221,21.9351
HUM,Humana Inc.,Healthcare Plans,405.76,104,130.5076,2.447,25.31,584.7803,104
CPNG,"Coupang, Inc.",Internet Retail,29.99,-2.8355,0.9861,0,-0.4,8.3394,-2.8355
CM,Canadian Imperial Bank of Commerce,Banks Diversified,116.09,69.545,463.3227,4.2979,6.1889,31.1545,69.545
MSCI,MSCI Inc,Financial Data & Stock Exchanges,629.59,-5.2738,15.4881,2.9339,7.12,20.1786,-5.2738
VRTX,Vertex Pharmaceuticals Incorporated,Biotechnology,199.92,33.4115,25.6154,0,10.29,23.8808,33.4115
FTNT,"Fortinet, Inc.",Software Infrastructure,316.06,5.2195,11.2012,0,2.91,15.8171,5.2195
HMC,"Honda Motor Co., Ltd.",Auto Manufacturers,29.85,47.4651,14.4137,1.017,3.4365,68.8305,47.4651
EBAY,eBay Inc.,Internet Retail,76.41,5.0155,5.3887,0.6296,7.89,14.4451,5.0155
MNST,Monster Beverage Corporation,Beverages Non Alcoholic,97.33,9.7377,3.8906,0,2.64,8.6774,9.7377
BIIB,Biogen Inc.,Drug Manufacturers General,343.19,66.4596,16.2112,0,24.8,76.7453,66.4596
ABEV,Ambev S.A.,Beverages Brewers,3.23,0.9033,0.2299,0.0845,0.1386,0.7144,0.9033
CARR,Carrier Global Corporation,Building Products & Equipment,58.32,7.2111,3.5928,0.2145,2.25,20.1338,7.2111
SNPS,"Synopsys, Inc.",Software Infrastructure,331.81,32.4967,8.1921,0,4.27,24.404,32.4967
TROW,"T. Rowe Price Group, Inc.",Asset Management,222.65,33.6844,9.4043,3.6967,10.08,27.1272,33.6844
TWTR,"Twitter, Inc.",Internet Content & Information,63.43,10.1142,9.486,0,-1.44,4.7157,10.1142
TEL,TE Connectivity Ltd.,Electronic Components,152.7,28.262,2.8464,1.8825,-0.73,36.6627,28.262
VEEV,Veeva Systems Inc.,Health Information Services,330.42,15.0066,11.0199,0,2.36,9.702,15.0066
DXCM,"DexCom, Inc.",Diagnostics & Research,520.71,19.4362,28.8085,0,5.06,20.5,19.4362
ROP,"Roper Technologies, Inc.",Specialty Industrial Machinery,478.55,99.8095,2.9333,2.039,8.98,52.6381,99.8095
WIT,Wipro Limited,Information Technology Services,9.13,1.3425,0.836,0.0156,0.26,1.4991,1.3425
IQV,IQVIA Holdings Inc.,Diagnostics & Research,259.55,31.3696,9.9425,0,1.46,59.3779,31.3696
KDP,"Keurig Dr Pepper, Inc",Beverages Non Alcoholic,35.13,16.936,0.1812,0.6013,0.93,8.2573,16.936
RBLX,Roblox Corporation,Electronic Gaming & Multimedia,85.4,-0.4577,1.6239,0,-0.46,1.6781,-0.4577
EPD,Enterprise Products Partners L.P.,Oil & Gas Midstream,22.45,11.1404,0.6345,1.84,1.7,12.2008,11.1404
BK,The Bank of New York Mellon Corporation,Asset Management,56.41,51.404,237.3805,1.2536,3.83,17.5892,51.404
DOW,Dow Inc.,Chemicals,65.38,16.7814,6.9541,2.8785,1.64,52.0135,16.7814
PLTR,Palantir Technologies Inc.,Software Infrastructure,25.71,0.8499,1.1434,0,-0.65,0.6099,0.8499
SCCO,Southern Copper Corporation,Copper,63,9.3467,3.3558,1.5001,2.03,10.3299,9.3467
GPN,Global Payments Inc.,Specialty Business Services,164.14,91.4114,6.5084,0.78,1.95,24.8294,91.4114
LFC,China Life Insurance Company Limited,Insurance Life,8.51,2.4349,0.2903,0.1076,0.258,4.0748,2.4349
EXC,Exelon Corporation,Utilities Diversified,49.09,33.3863,1.2654,1.5287,2.01,34.2971,33.3863
CP,Canadian Pacific Railway Limited,Railroads,71.83,8.4733,0.1702,0.5142,2.8336,8.926,8.4733
TT,Trane Technologies plc,Specialty Industrial Machinery,198.78,26.7,13.7083,2.19,3.56,51.8958,26.7
INFO,IHS Markit Ltd.,Consulting Services,119.33,21.4836,0.3174,0.6811,2.17,10.801,21.4836
AIG,"American International Group, Inc.",Insurance Diversified,55.01,76.3659,3.2532,1.2693,-6.87,50.3291,76.3659
ROKU,"Roku, Inc.",Entertainment,357.03,10.7097,8.8145,0,-0.14,14.3387,10.7097
LHX,L3Harris Technologies Inc,Aerospace & Defense,232.2,96.8411,5.9626,3.3879,5.18,85.0187,96.8411
NEM,Newmont Corporation,Gold,58.19,28.6169,7.2537,1.0373,3.51,14.2002,28.6169
BCE,"BCE, Inc.",Telecom Services,51.5,18.2244,0.1945,2.4567,2.1664,19.869,18.2244
TRP,TC Energy Corporation,Oil & Gas Midstream,47.38,26.2183,1.5924,2.5476,3.7206,10.716,26.2183
KMB,Kimberly-Clark Corporation,Household & Personal Products,136.35,1.8358,0.8886,4.2551,6.87,56.129,1.8358
APH,Amphenol Corporation,Electronic Components,76.75,9.0352,2.9161,0.4993,1.96,14.4279,9.0352
SBSW,Sibanye Gold Limited,Gold,16.4,1.7086,0.505,0,0.7313,3.1785,1.7086
DLR,"Digital Realty Trust, Inc.",Reit Office,160.11,68.1462,0.4192,4.4722,1,15.0154,68.1462
PANW,"Palo Alto Networks, Inc.",Software Infrastructure,461.28,11.3608,38.6701,0,-2.76,35.134,11.3608
AEP,"American Electric Power Company, Inc.",Utilities Regulated Electric,89.29,41.4335,1.2883,2.8728,4.42,30.0565,41.4335
KHC,The Kraft Heinz Company,Packaged Foods,36.38,40.9673,2.7939,1.601,0.29,21.4096,40.9673
MAR,"Marriott International, Inc.",Lodging,136.02,1.319,2.6902,0.4785,-0.82,32.6227,1.319
CDNS,"Cadence Design Systems, Inc.",Software Application,162.47,9.1076,3.3918,0,2.16,9.8013,9.1076
MSBHF,Mitsubishi Corp.,Conglomerates,29.8,34.3032,9.0506,1.532,1.0547,78.7333,34.3032
SPG,"Simon Property Group, Inc.",Reit Retail,133.69,11.2374,3.2738,0.709,3.59,14.589,11.2374
BBD,Banco Bradesco SA,Banks Regional,4.5,2.8467,6.4587,0.0286,0.3273,3.2368,2.8467
MCHP,Microchip Technology Incorporated,Semiconductors,159.38,20.5269,1.0846,1.4935,1.29,20.9154,20.5269
BBVA,Banco Bilbao Viscaya Argentaria S.A.,Banks Diversified,6.56,8.2144,41.7471,0.1828,0.1718,4.6349,8.2144
SPOT,Spotify Technology SA,Internet Content & Information,226.02,18.2553,11.3723,0,-3.53,47.7819,18.2553
MRVL,"Marvell Technology, Inc.",Semiconductors,61.34,12.6099,1.1181,0.24,-0.41,4.438,12.6099
APTV,Aptiv PLC,Auto Parts,156.41,30.057,10.8479,0.251,6.53,49.6806,30.057
CRH,CRH PLC,Building Materials,53.76,25.003,9.8211,0.9197,1.5152,37.408,25.003
PRU,"Prudential Financial, Inc.",Insurance Life,107.36,170.2652,34.5985,4.4596,-1,144.0227,170.2652
ROST,"Ross Stores, Inc.",Apparel Retail,118.89,9.3494,13.9347,0.2881,0.24,35.6023,9.3494
WBA,"Walgreens Boots Alliance, Inc.",Pharmaceutical Retailers,48.48,23.4778,0.8487,1.9875,0.52,158.7452,23.4778
STZ.B,Constellation Brands Inc,Beverages Wineries & Distilleries,217.61,70.8281,2.401,2.9948,9.22,44.8646,70.8281
RMD,ResMed Inc.,Medical Instruments & Supplies,286.91,19.9034,2.0345,1.5635,3.24,22.0483,19.9034
DDOG,"Datadog, Inc.",Software Application,134.84,3.1863,5.0508,0,-0.08,2.0092,3.1863
ORLY,"O'Reilly Automotive, Inc.",Specialty Retail,591.91,1.8966,6.3129,0,23.74,157.2062,1.8966
MSI,"Motorola Solutions, Inc.",Communication Equipment,242.81,-3.2824,7.3765,2.5882,5.42,43.6118,-3.2824
PAYX,"Paychex, Inc.",Staffing & Employment Services,114.37,8.1889,3.0083,2.5242,3.03,11.2694,8.1889
CTAS,Cintas Corporation,Specialty Business Services,391.69,35.1238,4.7048,4.2984,10.24,67.7714,35.1238
ALL,The Allstate Corporation,Insurance Property & Casualty,137.51,96.8494,1.2083,2.141,17.31,143.5609,96.8494
SYY,Sysco Corporation,Food Distribution,80.25,3.0391,5.8845,1.7956,1.02,100.3875,3.0391
EA,Electronic Arts Inc.,Electronic Gaming & Multimedia,142.94,27.128,22.0277,0.3391,2.87,19.5813,27.128
STZ,Constellation Brands Inc,Beverages Wineries & Distilleries,212.42,70.8281,2.401,2.9948,9.22,44.8646,70.8281
PHG,Koninklijke Philips N.V.,Diagnostics & Research,44.97,16.0421,4.3599,0.0038,1.6076,26.4012,16.0421
CTSH,Cognizant Technology Solutions Corporation,Information Technology Services,77.24,20.0667,5.0444,0.8889,2.57,30.837,20.0667
TRV,"The Travelers Companies, Inc.",Insurance Property & Casualty,162.09,114.9646,2.8386,3.3898,10.52,125.9094,114.9646
SLB,Schlumberger Limited,Oil & Gas Equipment & Services,29.08,8.6842,2.1626,1.2475,-7.57,16.9791,8.6842
SRE,Sempra Energy,Utilities Diversified,131.86,80.3883,3.3746,4.0344,12.88,39.0137,80.3883
DFS,Discover Financial Services,Credit Services,133.48,35.4528,44.2638,1.8762,3.6,36.1173,35.4528
EOG,"EOG Resources, Inc.",Oil & Gas E&P,69.63,35.0639,5.8601,1.4177,-1.04,17.1572,35.0639
ALC,ALCON INC,Medical Instruments & Supplies,82.04,38.6511,3.2221,0,-1.1587,14.9001,38.6511
MT,ArcelorMittal,Steel,34.71,32.9381,5.2466,0.1588,-0.6872,50.3011,32.9381
RACE,Ferrari N.V.,Auto Manufacturers,216.32,11.0592,8.6689,1.3044,3.76,21.3852,11.0592
CNQ,Canadian Natural Resources Limited,Oil & Gas E&P,33.62,21.5025,0.3247,1.2315,-0.2904,11.2181,21.5025
DD,"DuPont de Nemours, Inc.",Specialty Chemicals,75.15,52.3152,3.4905,1.1984,-4.01,27.7133,52.3152
DIDI,DiDi Global Inc. Sponsored ADR,Software Application,8.22,-2.4088,1.865,0,,4.2445,-2.4088
STM,STMicroelectronics N.V.,Semiconductors,43.99,9.4662,4.1682,0.1944,1.3253,12.2906,9.4662
ERIC,Ericsson,Communication Equipment,11.91,3.1897,1.856,0.1967,0.6433,8.5523,3.1897
RSG,"Republic Services, Inc.",Waste Management,123.56,26.5956,0.1191,1.6379,3.02,31.8307,26.5956
OTIS,Otis Worldwide Corporation,Specialty Industrial Machinery,92.01,-8.8499,4.1155,0.9446,2.08,29.4596,-8.8499
PH,Parker-Hannifin Corporation,Specialty Industrial Machinery,304.53,65.1008,5.9845,3.6835,13.35,111.2248,65.1008
YUM,"Yum! Brands, Inc.",Restaurants,131.7,-26.1291,3.2715,1.8742,2.99,18.7152,-26.1291
MPC,Marathon Petroleum Corporation,Oil & Gas Refining & Marketing,60.02,34.2049,0.641,2.3267,-15.14,106.5593,34.2049
AFL,Aflac Incorporated,Insurance Life,57.09,47.0014,7.2003,1.077,6.67,31.0182,47.0014
MFC,Manulife Financial Corp,Insurance Life,19.9,21.164,10.0637,0.9,2.3077,31.4227,21.164
SBAC,SBA Communications Corporation,Reit Specialty,352.83,-43.0714,3.0357,1.8544,0.21,18.5982,-43.0714
IFF,International Flavors & Fragrances Inc.,Specialty Chemicals,151.83,56.3482,5.8661,2.8802,3.2,45.3929,56.3482
PPG,"PPG Industries, Inc.",Specialty Chemicals,161.84,24.0042,8.135,2.0928,4.45,58.3713,24.0042
XLNX,"Xilinx, Inc.",Semiconductors,156.27,11.832,12.6189,1.1421,2.62,12.9016,11.832
TTD,The Trade Desk Inc.,Software Application,80.58,2.1885,1.3481,0,0.49,1.8062,2.1885
BBDO,Banco Bradesco SA,Banks Regional,3.94,3.0149,6.7527,0.0299,0.3182,2.8152,3.0149
MTCH,Match Group Inc.,Internet Content & Information,141,-5.2825,3.3139,0,0.49,10.722,-5.2825
NET,"Cloudflare, Inc.",Software Infrastructure,123.57,2.7254,3.4526,0,-0.4,1.4379,2.7254
KMI,"Kinder Morgan, Inc.",Oil & Gas Midstream,16.59,13.8913,0.5342,1.0504,0.05,5.1701,13.8913
KKR,KKR & Co. Inc.,Asset Management,64.2,24.3641,12.421,9.6943,3.37,7.9201,24.3641
ZS,"Zscaler, Inc.",Software Infrastructure,273.73,3.7503,10.6014,0,-0.89,3.3348,3.7503
ROK,"Rockwell Automation, Inc.",Specialty Industrial Machinery,321.66,8.8621,6.0776,4.0759,8.77,54.5776,8.8621
CNC,Centene Corporation,Healthcare Plans,63.98,45.1366,21.6813,0,3.12,194.5972,45.1366
BAX,Baxter International Inc.,Medical Instruments & Supplies,73.97,17.0707,7.3399,0.9293,2.13,22.9332,17.0707
XEL,Xcel Energy Inc.,Utilities Regulated Electric,68.7,27.6565,0.3378,1.6243,2.79,21.8729,27.6565
CHWY,Chewy Inc.,Internet Retail,88.11,-0.0049,1.3841,0,-0.23,17.5577,-0.0049
PINS,"Pinterest, Inc.",Internet Content & Information,57.22,3.7617,2.9547,0,-0.22,2.8406,3.7617
MTD,"Mettler-Toledo International, Inc.",Diagnostics & Research,1565.61,11.7917,3.9167,0,24.91,128.5417,11.7917
GOLD,Barrick Gold Corporation,Gold,20.24,16.7244,3.7177,0.3076,1.75,9.4454,16.7244
FRC,First Republic Bank,Banks Regional,202.92,68.3198,29.6207,0.8068,5.81,22.7674,68.3198
WELL,Welltower Inc.,Reit Healthcare Facilities,85.64,38.4892,1.1855,2.6969,2.33,11.0795,38.4892
HPQ,HP Inc.,Computer Hardware,28.92,-1.5768,3.6362,0.7056,2,40.0078,-1.5768
LBRDK,Liberty Broadband Corporation,Entertainment,189.52,75.2928,7.8721,0,2.17,0.2785,75.2928
NUE,Nucor Corporation,Steel,119.85,35.6073,10.0594,1.6226,2.36,66.4686,35.6073
HLT,Hilton Worldwide Holdings Inc.,Lodging,127.56,-5.3791,11.7798,0.1516,-2.58,15.6534,-5.3791
EPAM,"EPAM Systems, Inc.",Information Technology Services,629.1,35.4107,24.6786,0,5.6,47.4821,35.4107
PXD,Pioneer Natural Resources Company,Oil & Gas E&P,151.67,70.1152,9.8727,2.097,-1.21,42.5697,70.1152
GIS,"General Mills, Inc.",Packaged Foods,57.73,15.4235,3.057,2.03,3.78,29.5228,15.4235
TDG,Transdigm Group Incorporated,Aerospace & Defense,608.75,-69.6842,82.7544,33.8246,8.97,89.5965,-69.6842
NTR,Nutrien Ltd.,Agricultural Inputs,61.28,39.2368,2.5503,1.807,0.8477,38.6185,39.2368
DHI,"D.R. Horton, Inc.",Residential Construction,96.96,32.3497,8.306,0.7014,6.41,55.4945,32.3497
CMI,Cummins Inc.,Specialty Industrial Machinery,240.3,54.473,26.0946,5.2838,12.01,133.8581,54.473
LBRDA,Liberty Broadband Corporation,Entertainment,184.98,75.2928,7.8721,0,2.17,0.2785,75.2928
U,Unity Software Inc.,Software Application,123.51,7.4469,6.405,0,-1.03,2.8239,7.4469
OKTA,"Okta, Inc.",Software Infrastructure,262.38,5.4555,20.1317,0,-2.09,6.5672,5.4555
GLW,Corning Incorporated,Electronic Components,40.75,17.4205,3.5112,1.0342,0.54,14.862,17.4205
LYB,LyondellBasell Industries N.V.,Specialty Chemicals,102.88,23.8653,7.3862,4.2066,4.24,83.0808,23.8653
KR,The Kroger Co.,Grocery Stores,45.49,12.3881,3.6003,0.6908,3.27,171.4075,12.3881
ADM,Archer Daniels Midland Company,Farm Products,60.57,35.6506,1.1872,1.4421,3.15,114.7861,35.6506
CPRT,"Copart, Inc.",Specialty Business Services,144.44,10.6754,2.0485,0,3,9.4578,10.6754
AZO,"AutoZone, Inc.",Specialty Retail,1548.49,-36.5833,76.125,0,71.93,526.3333,-36.5833
DNBBY,DNB Bank ASA,Banks Regional,21.95,17.0376,24.8292,0,1.3437,5.012,17.0376
NOK,Nokia Corporation,Communication Equipment,6.03,2.7257,1.7627,0.0301,-0.5522,4.7783,2.7257
GRMN,Garmin Ltd.,Scientific & Technical Instruments,175.86,28.8796,9.6649,2.3593,5.17,21.9215,28.8796
SNN,"Smith & Nephew SNATS, Inc.",Medical Devices,38.54,6.0247,2.0108,0.3749,0.546,5.5474,6.0247
ODFL,"Old Dominion Freight Line, Inc.",Trucking,289.78,28.1864,6.2034,0.6019,5.68,34.0254,28.1864
BF.B,Brown-Forman Corporation,Beverages Wineries & Distilleries,70.17,5.5449,2.4008,0.7056,1.88,7.2088,5.5449
LVS,Las Vegas Sands Corp.,Resorts & Casinos,43.91,3.8914,2.7971,1.1924,-2.21,4.7277,3.8914
WCN,"Waste Connections, Inc.",Waste Management,128.08,26.0817,2.3458,0.76,0.8163,21.8019,26.0817
LEN,Lennar Corporation,Residential Construction,107.96,58.2362,9.4434,0.6312,7.85,72.699,58.2362
WST,"West Pharmaceutical Services, Inc.",Medical Instruments & Supplies,446.96,25.0676,8.3243,0.65,4.57,29.0135,25.0676
PATH,"UiPath, Inc.",Software Infrastructure,64.97,-1.5481,0.9005,0,-0.18,1.1704,-1.5481
HUBS,"HubSpot, Inc.",Software Application,702.55,17.0476,27.9509,0,-1.9,19.7293,17.0476
AWK,"American Water Works Company, Inc.",Utilities Regulated Water,180.31,35.6575,3.2431,2.1492,3.9,20.8674,35.6575
KEYS,Keysight Technologies Inc.,Scientific & Technical Instruments,177.51,17.631,9.4385,0,3.32,22.5722,17.631
CSGP,"CoStar Group, Inc.",Real Estate Services,83.19,14.1076,9.8583,0,0.59,4.3543,14.1076
STT,State Street Corporation,Asset Management,94.28,74.221,352.2606,2.5184,6.32,30.5326,74.221
AMP,"Ameriprise Financial, Inc.",Asset Management,276.42,47.3145,55.2016,4.0081,12.2,97.3065,47.3145
CTVA,"Corteva, Inc.",Agricultural Inputs,44.18,33.1429,5.53,0.518,0.91,18.9813,33.1429
EFX,"Equifax, Inc.",Consulting Services,266.86,25.9672,13.8115,1.591,4.24,33.8361,25.9672
PEG,Public Service Enterprise Group Incorporated,Utilities Diversified,64.17,31.7143,1.1964,1.9663,3.76,19.0536,31.7143
VRSK,"Verisk Analytics, Inc.",Consulting Services,199.52,16.5521,1.3804,1.0785,4.31,17.0859,16.5521
CSAN,Cosan S.A. Sponsored ADR,Oil & Gas Refining & Marketing,17.21,1.3545,0.8598,0,0.1059,1.6867,1.3545
CBRE,"CBRE Group, Inc.",Real Estate Services,95.62,21.1284,6.0866,0,2.22,71.1224,21.1284
FAST,Fastenal Company,Industrial Distribution,55.67,4.7613,0.4286,1.3997,1.49,9.838,4.7613
PSX,Phillips 66,Oil & Gas Refining & Marketing,72.61,43.1916,5.7197,4.2409,-9.06,145.9036,43.1916
BF.A,Brown Forman Corporation,Beverages Wineries & Distilleries,66.65,5.5449,2.4008,0.7056,1.88,7.2088,5.5449
ANSS,"ANSYS, Inc.",Software Application,365.02,47.6512,10.6163,0,4.97,19.5465,47.6512
NDAQ,"Nasdaq, Inc.",Financial Data & Stock Exchanges,193.48,39.2256,16.9634,1.9512,5.59,34.311,39.2256
AME,"AMETEK, Inc.",Specialty Industrial Machinery,136.84,25.9782,5.2969,0.7207,3.77,19.8253,25.9782
FERG,Wolseley PLC,Industrial Distribution,141.09,19.4737,9.462,1.4533,4.4605,101.1871,19.4737
AVB,"AvalonBay Communities, Inc.",Reit Residential,225.62,76.8,2.2429,6.3117,5.89,16.4357,76.8
MCK,McKesson Corporation,Medical Distribution,201.12,-0.1304,39.7267,1.7143,-28.26,1479.677,-0.1304
ZBH,"Zimmer Biomet Holdings, Inc.",Medical Devices,150.07,58.9082,3.8744,0.9589,-0.67,33.9372,58.9082
TU,TELUS Corporation,Telecom Services,23.04,7.4331,0.5221,0.5445,0.7457,9.4444,7.4331
ZBRA,Zebra Technologies Corporation,Communication Equipment,587.96,40.4528,3.6226,0,9.35,84.0377,40.4528
EQR,Equity Residential,Reit Residential,83.35,28.2957,0.2688,2.3762,2.36,6.914,28.2957
ES,Eversource Energy,Utilities Regulated Electric,90.18,41.4867,0.3156,2.1967,3.55,26.2655,41.4867
SIVB,SVB Financial Group,Banks Regional,574.48,158.0769,339.8992,0,22.87,74.6538,158.0769
BLL,Ball Corporation,Packaging & Containers,94.37,10.046,4.2362,0.6074,1.76,36.0675,10.046
CHT,"Chunghwa Telecom Co., Ltd.",Telecom Services,39.82,17.7788,1.6772,0.0361,1.46,9.5307,17.7788
SWK,"Stanley Black & Decker, Inc.",Tools & Accessories,194.05,71.8182,9.0779,2.8039,7.77,94.3831,71.8182
FWONK,Liberty Media Corporation,Broadcasting,49.84,24.4587,4.6143,0.1037,-2.3,15.175,24.4587
PTON,"Peloton Interactive, Inc.",Leisure,104.34,7.5928,7.9412,0,-0.32,8.2624,7.5928
LSXMA,Liberty Media Corporation,Broadcasting,49.49,31.7682,4.5883,0.1037,-2.24,15.175,31.7682
SLF,Sun Life Financial Inc.,Insurance Diversified,52.07,32.8315,17.2614,1.7355,3.2261,47.128,32.8315
ORAN,Orange,Telecom Services,11.47,13.2103,5.2445,0.7832,2.1107,19.5299,13.2103
BSBR,Banco Santander Brasil SA,Banks Regional,7.99,5.3591,9.1644,0.5248,0.7,2.7074,5.3591
SGEN,Seagen Inc.,Biotechnology,166.81,19.9314,14.6229,0,3.37,12.4343,19.9314
W,Wayfair Inc.,Internet Retail,291.12,-12.4167,26.9896,0,1.86,147.3438,-12.4167
SWKS,"Skyworks Solutions, Inc.",Semiconductors,183.45,24.6391,5.7692,1.8166,4.8,19.858,24.6391
LUV,Southwest Airlines Co.,Airlines,50.88,15.7097,23.6,0.3327,-5.44,16.0142,15.7097
VFC,V.F. Corporation,Apparel Manufacturing,76.63,7.8359,3.6282,1.9405,1.04,23.6821,7.8359
SYF,Synchrony Financial,Credit Services,51.95,21.5637,19.5654,0.8829,2.27,21.7776,21.5637
WMB,"Williams Companies, Inc. (The)",Oil & Gas Midstream,24.61,9.6944,0.117,1.7512,0.17,6.3583,9.6944
ARE,"Alexandria Real Estate Equities, Inc.",Reit Office,204.9,93.0635,4.746,4.23,6.01,14.9683,93.0635
WEC,"WEC Energy Group, Inc.",Utilities Regulated Electric,94.41,33.3333,0.0794,2.5333,3.79,22.9905,33.3333
TV,Grupo Televisa S.A.,Broadcasting,12.77,1.7543,0.5797,0.0283,-0.0266,2.0813,1.7543
BBY,"Best Buy Co., Inc.",Specialty Retail,117.5,17.6423,21.8846,2.1846,6.84,181.7769,17.6423
VIACA,ViacomCBS Inc.,Entertainment,45.5,24.9529,4.8442,0.974,3.92,41.0471,24.9529
MPLX,MPLX LP,Oil & Gas Midstream,28.35,13.0733,0.0143,2.7793,-0.8,8.0923,13.0733
LH,Laboratory Corporation of America Holdings,Diagnostics & Research,300.52,96.4948,13.6186,0,15.88,144.1134,96.4948
IAU,iShares Gold Trust,Other,34.62,41.4591,41.4677,0,0.5202,0,41.4591
BILI,Bilibili Inc. Sponsored ADR,Electronic Gaming & Multimedia,75.37,3.1636,5.1853,0,-1.1569,4.6127,3.1636
AJG,Arthur J. Gallagher & Co.,Insurance Brokers,143.76,32.3874,18.712,1.8188,4.2,35.8848,32.3874
SU,Suncor Energy  Inc.,Oil & Gas Integrated,19.21,18.3923,0.9696,0.8169,-2.2214,12.6854,18.3923
PCAR,PACCAR Inc.,Farm & Heavy Construction Machinery,82.25,29.9424,14.3199,3.5729,3.74,53.9625,29.9424
EC,Ecopetrol S.A.,Oil & Gas Integrated,13.94,33.8301,4.6016,5.5231,0.21,31.7586,33.8301
ANET,"Arista Networks, Inc.",Computer Hardware,372.86,43.6842,37.8026,0,7.99,30.5,43.6842
WLTW,Willis Towers Watson Public Limited Company,Insurance Brokers,219.3,83.2308,16.4462,2.6615,7.66,72.0692,83.2308
PAYC,"Paycom Software, Inc.",Software Application,484.7,11.3787,2.6329,0,2.46,14.6032,11.3787
FWONA,Liberty Media Corporation,Broadcasting,45.29,24.4587,4.6143,0.1037,-2.3,15.175,24.4587
